dbn,school_name,cte_designated_high_school,program_cip_code,program_name,industry_cluster,number_of_industry_partners,is_nysed_approved,grade_levels_served,enrolled_student_counts,number_of_staff_attending,Year
19K660,W. H. Maxwell Career and Technical Education High,True,100105,Communications Technology/Technician,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,9101112,90,7,2018-2019
19K660,W. H. Maxwell Career and Technical Education High,True,120401,"Cosmetology/Cosmetologist, General",Marketing Sales and Services Cluster,2,Approved,9101112,151,7,2018-2019
19K660,W. H. Maxwell Career and Technical Education High,True,500407,Fashion/Apparel Design,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,9101112,43,7,2018-2019
19K660,W. H. Maxwell Career and Technical Education High,True,510714,Medical Insurance Specialist/Medical Biller,Health Science Cluster,2,Non-Approved,9101112,44,7,2018-2019
19K660,W. H. Maxwell Career and Technical Education High,True,511006,Ophthalmic Laboratory Technology/Technician,Health Science Cluster,3,Approved,9101112,43,7,2018-2019
19K764,The Urban Assembly School for Collaborative Health,True,519999,"Health Professions and Related Clinical Services, Other",Health Science Cluster,5,Non-Approved,9101112,184,8,2018-2019
20K445,New Utrecht High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,12,Non-Approved,9101112,162,13,2018-2019
20K445,New Utrecht High School,False,510714,Medical Insurance Specialist/Medical Biller,Health Science Cluster,6,Non-Approved,9101112,315,13,2018-2019
20K445,New Utrecht High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,5,Non-Approved,9101112,264,13,2018-2019
20K445,New Utrecht High School,False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,4,Non-Approved,9101112,139,13,2018-2019
20K485,High School of Telecommunication Arts and Technolo,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,2,Non-Approved,9101112,236,1,2018-2019
20K490,Fort Hamilton High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,101112,96,8,2018-2019
20K490,Fort Hamilton High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,9101112,901,8,2018-2019
21K410,Abraham Lincoln High School,False,510808,Veterinary/Animal Health Technology/Technician and Veterinarian Assistant,Health Science Cluster,2,Approved,9101112,336,6,2018-2019
21K410,Abraham Lincoln High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Non-Approved,9101112,66,6,2018-2019
21K525,Edward R. Murrow High School,False,100203,Recording Arts Technology/Technician,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,575,8,2018-2019
21K525,Edward R. Murrow High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,3,Non-Approved,9101112,113,8,2018-2019
21K525,Edward R. Murrow High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,9101112,715,8,2018-2019
21K540,John Dewey High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,2,Non-Approved,9101112,234,7,2018-2019
21K559,Life Academy High School for Film and Music,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,278,2,2018-2019
21K620,William E. Grady Career and Technical Education Hi,True,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,4,Approved,9101112,77,8,2018-2019
21K620,William E. Grady Career and Technical Education Hi,True,151001,Construction Engineering Technology/Technician,Architecture and Construction Cluster,4,Non-Approved,9101112,83,8,2018-2019
21K620,William E. Grady Career and Technical Education Hi,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,3,Approved,9101112,121,8,2018-2019
21K620,William E. Grady Career and Technical Education Hi,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",5,Approved,91112,24,8,2018-2019
21K620,William E. Grady Career and Technical Education Hi,True,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,4,Approved,101112,26,8,2018-2019
21K690,Brooklyn Studio Secondary School,False,500102,Digital Arts,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,9101112,274,6,2018-2019
22K405,Midwood High School,False,90199,"Communications and Media Studies, Other","Arts, Audio/Video Technology and Communications Cluster",5,Approved,9101112,347,7,2018-2019
22K405,Midwood High School,False,151302,CAD/CADD Drafting and/or Design Technology/Technician,Manufacturing Production Cluster,2,Approved,101112,387,7,2018-2019
22K405,Midwood High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,374,7,2018-2019
22K425,James Madison High School,False,110103,Information Technology,Information Technology Cluster,4,Non-Approved,9101112,501,5,2018-2019
22K425,James Madison High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,625,5,2018-2019
22K425,James Madison High School,False,520899,"Finance and Financial Management Services, Other",Finance Cluster,3,Non-Approved,9101112,77,5,2018-2019
24Q264,Academy of Finance and Enterprise,False,520304,Accounting and Finance,Business Management and Administration Cluster,3,Approved,9101112,299,5,2018-2019
24Q264,Academy of Finance and Enterprise,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,9101112,283,5,2018-2019
24Q455,Newtown High School,False,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,2,Approved,9101112,365,3,2018-2019
24Q455,Newtown High School,False,520101,"Business/Commerce, General",Business Management and Administration Cluster,4,Approved,9101112,325,3,2018-2019
24Q485,Grover Cleveland High School,False,110101,"Computer and Information Sciences, General",Information Technology Cluster,4,Non-Approved,9101112,231,6,2018-2019
24Q485,Grover Cleveland High School,False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,4,Non-Approved,9101112,203,6,2018-2019
24Q550,High School for Arts and Business,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,9101112,248,5,2018-2019
24Q550,High School for Arts and Business,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Approved,9101112,192,5,2018-2019
24Q600,Queens Technical High School,True,110803,Computer Graphics,Information Technology Cluster,4,Approved,9101112,109,18,2018-2019
24Q600,Queens Technical High School,True,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,3,Approved,9101112,172,18,2018-2019
24Q600,Queens Technical High School,True,120401,"Cosmetology/Cosmetologist, General",Marketing Sales and Services Cluster,4,Approved,9101112,212,18,2018-2019
24Q600,Queens Technical High School,True,120402,Barbering/Barber,Marketing Sales and Services Cluster,3,Non-Approved,91011,46,18,2018-2019
24Q600,Queens Technical High School,True,150303,"Electrical, Electronic and Communications Engineering Technology/Technician",Scientific Research and Engineering Cluster,2,Approved,91112,175,18,2018-2019
24Q600,Queens Technical High School,True,460302,Electrician,Architecture and Construction Cluster,4,Approved,9101112,288,18,2018-2019
24Q600,Queens Technical High School,True,460503,Plumbing Technology/Plumber,Architecture and Construction Cluster,4,Approved,9101112,95,18,2018-2019
24Q600,Queens Technical High School,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,4,Approved,9101112,206,18,2018-2019
24Q600,Queens Technical High School,True,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Approved,9101112,184,18,2018-2019
24Q610,Aviation Career & Technical Education High School,True,470608,Aircraft Powerplant Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,9101112,2083,8,2018-2019
25Q425,John Bowne High School,False,10000,"Agriculture, General","Agriculture, Food and Natural Resources Cluster",0,Approved,9101112,613,11,2018-2019
25Q425,John Bowne High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,4,Non-Approved,9101112,628,11,2018-2019
25Q460,Flushing High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,13,Non-Approved,9101112,416,7,2018-2019
25Q460,Flushing High School,False,520101,"Business/Commerce, General",Business Management and Administration Cluster,5,Approved,9101112,160,7,2018-2019
25Q460,Flushing High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Approved,9101112,182,7,2018-2019
25Q525,Townsend Harris High School,False,90402,Broadcast Journalism,"Arts, Audio/Video Technology and Communications Cluster",2,Non-Approved,9101112,321,5,2018-2019
25Q525,Townsend Harris High School,False,150401,Biomedical Technology/Technician,Scientific Research and Engineering Cluster,3,Non-Approved,101112,177,5,2018-2019
25Q525,Townsend Harris High School,False,150405,Robotics Technology/Technician,Manufacturing Production Cluster,2,Non-Approved,101112,150,5,2018-2019
25Q525,Townsend Harris High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,12,Non-Approved,9101112,28,5,2018-2019
26Q315,Business Technology Early College High School,True,110103,Information Technology,Information Technology Cluster,1,Non-Approved,9101112,518,4,2018-2019
26Q430,Francis Lewis High School,False,150405,Robotics Technology/Technician,Manufacturing Production Cluster,1,Non-Approved,9101112,231,3,2018-2019
26Q430,Francis Lewis High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,1112,28,3,2018-2019
26Q430,Francis Lewis High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,4,Non-Approved,1112,85,3,2018-2019
26Q495,Bayside High School,False,90702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,9101112,517,19,2018-2019
26Q495,Bayside High School,False,100203,Recording Arts Technology/Technician,"Arts, Audio/Video Technology and Communications Cluster",12,Approved,9101112,486,19,2018-2019
26Q495,Bayside High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Approved,9101112,592,19,2018-2019
26Q495,Bayside High School,False,150507,Environmental Engineering Technology/Environmental Technology,"Agriculture, Food and Natural Resources Cluster",5,Approved,9101112,322,19,2018-2019
26Q495,Bayside High School,False,399031,Fitness Trainers & Aerobics Instructors,Education and Training Cluster,10,Approved,9101112,700,19,2018-2019
31R460,Susan E. Wagner High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Non-Approved,9101112,124,4,2018-2019
26Q495,Bayside High School,False,449999,"Public Administration and Social Service Professions, Other",Government and Public Administration Cluster,5,Non-Approved,9101112,270,19,2018-2019
27Q302,"Queens High School for Information, Research, and",False,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,3,Non-Approved,9101112,112,3,2018-2019
27Q324,Rockaway Park High School for Environmental Sustai,False,460201,Carpentry/Carpenter,Architecture and Construction Cluster,3,Non-Approved,9101112,22,2,2018-2019
27Q351,Rockaway Collegiate High School,False,110801,"Web Page, Digital/Multimedia and Information Resources Design",Information Technology Cluster,0,Non-Approved,9101112,150,2,2018-2019
27Q400,August Martin High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,1,Non-Approved,9101112,131,3,2018-2019
27Q475,Richmond Hill High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,6,Non-Approved,9101112,86,12,2018-2019
27Q475,Richmond Hill High School,False,520903,Tourism and Travel Services Management,Hospitality and Tourism Cluster,6,Non-Approved,91011,124,12,2018-2019
27Q480,John Adams High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,10,Non-Approved,9101112,162,6,2018-2019
27Q650,"High School for Construction Trades, Engineering a",True,151001,Construction Engineering Technology/Technician,Architecture and Construction Cluster,7,Approved,9101112,339,11,2018-2019
27Q650,"High School for Construction Trades, Engineering a",True,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,7,Approved,9101112,353,11,2018-2019
27Q650,"High School for Construction Trades, Engineering a",True,151304,Civil Drafting and Civil Engineering CAD/CADD,Manufacturing Production Cluster,7,Approved,9101112,381,11,2018-2019
28Q440,Forest Hills High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,523,7,2018-2019
28Q440,Forest Hills High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,4,Approved,9101112,558,7,2018-2019
28Q505,Hillcrest High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,101112,85,17,2018-2019
28Q505,Hillcrest High School,False,151302,CAD/CADD Drafting and/or Design Technology/Technician,Manufacturing Production Cluster,4,Approved,101112,73,17,2018-2019
28Q505,Hillcrest High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,17,Non-Approved,9101112,302,17,2018-2019
28Q505,Hillcrest High School,False,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,3,Approved,101112,136,17,2018-2019
28Q505,Hillcrest High School,False,520101,"Business/Commerce, General",Business Management and Administration Cluster,3,Approved,9101112,82,17,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,100305,"Graphic and Printing Equipment Operator, General Production",Manufacturing Production Cluster,4,Approved,9101112,126,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,110901,Computer Systems Networking and Telecommunications,Information Technology Cluster,5,Approved,9101112,220,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,111003,Computer and Information Systems Security,Information Technology Cluster,5,Non-Approved,9101112,192,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,111004,Web/Multimedia Management and Webmaster,Information Technology Cluster,3,Approved,9101112,199,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,150405,Robotics Technology/Technician,Manufacturing Production Cluster,2,Approved,9101112,164,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,151306,Mechanical Drafting and Mechanical Drafting CAD/CADD,Manufacturing Production Cluster,3,Approved,9101112,215,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,460302,Electrician,Architecture and Construction Cluster,3,Non-Approved,9101112,115,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470104,Computer Installation and Repair Technology/Technician,Information Technology Cluster,5,Approved,9101112,222,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470603,Autobody/Collision and Repair Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,9101112,95,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",9,Approved,9101112,338,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,470605,Diesel Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Non-Approved,,0,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,500402,Commercial and Advertising Art,"Arts, Audio/Video Technology and Communications Cluster",4,Approved,9101112,149,29,2018-2019
28Q620,Thomas A. Edison Career and Technical Education Hi,True,511099,"Clinical/Medical Laboratory Science and Allied Professions, Other",Health Science Cluster,3,Approved,9101112,118,29,2018-2019
29Q243,Institute for Health Professions at Cambria Height,True,510810,Emergency Care Attendant (EMT Ambulance),Health Science Cluster,2,Non-Approved,1112,37,4,2018-2019
29Q243,Institute for Health Professions at Cambria Height,True,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Non-Approved,9101112,387,4,2018-2019
29Q272,George Washington Carver High School for the Scien,False,510808,Veterinary/Animal Health Technology/Technician and Veterinarian Assistant,Health Science Cluster,1,Non-Approved,9101112,164,3,2018-2019
29Q313,Benjamin Franklin High School for Finance & Inform,True,110103,Information Technology,Information Technology Cluster,4,Approved,9101112,368,3,2018-2019
29Q313,Benjamin Franklin High School for Finance & Inform,True,520304,Accounting and Finance,Business Management and Administration Cluster,2,Non-Approved,101112,39,3,2018-2019
29Q326,Cambria Heights Academy,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,9101112,348,1,2018-2019
30Q258,Energy Tech High School,True,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Non-Approved,9101112,538,2,2018-2019
30Q286,"Young Women's Leadership School, Astoria",False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,911,41,12,2018-2019
30Q301,Academy for Careers in Television and Film,True,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",5,Approved,9101112,564,1,2018-2019
30Q445,William Cullen Bryant High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,336,12,2018-2019
30Q445,William Cullen Bryant High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,3,Non-Approved,9101112,264,12,2018-2019
30Q450,Long Island City High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,7,Approved,9101112,332,16,2018-2019
30Q450,Long Island City High School,False,399031,Fitness Trainers & Aerobics Instructors,Education and Training Cluster,2,Non-Approved,9101112,140,16,2018-2019
30Q450,Long Island City High School,False,520901,"Hospitality Administration/Management, General",Hospitality and Tourism Cluster,5,Approved,9101112,234,16,2018-2019
30Q501,Frank Sinatra School of the Arts High School,False,500301,"Dance, General","Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,119,1,2018-2019
30Q501,Frank Sinatra School of the Arts High School,False,500501,"Drama and Dramatics/Theatre Arts, General","Arts, Audio/Video Technology and Communications Cluster",2,Non-Approved,9101112,139,1,2018-2019
30Q502,Information Technology High School,False,110801,"Web Page, Digital/Multimedia and Information Resources Design",Information Technology Cluster,3,Approved,101112,101,12,2018-2019
30Q502,Information Technology High School,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,101112,93,12,2018-2019
31R440,New Dorp High School,False,90702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",6,Approved,9101112,386,18,2018-2019
31R440,New Dorp High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,4,Non-Approved,91011,90,18,2018-2019
31R440,New Dorp High School,False,430106,Forensic Science and Technology,Law and Public Safety Cluster,3,Non-Approved,9101112,397,18,2018-2019
31R440,New Dorp High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,15,Non-Approved,9101112,309,18,2018-2019
31R440,New Dorp High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,6,Approved,9101112,286,18,2018-2019
31R445,Port Richmond High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,4,Non-Approved,9101112,398,7,2018-2019
31R445,Port Richmond High School,False,520701,Entrepreneurship/Entrepreneurial Studies,Business Management and Administration Cluster,2,Non-Approved,1112,54,7,2018-2019
31R450,Curtis High School,False,90102,Mass Communications/Media Studies,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,272,7,2018-2019
31R450,Curtis High School,False,110301,Data Processing Technology/Technician,Information Technology Cluster,3,Non-Approved,9101112,439,7,2018-2019
31R450,Curtis High School,False,430107,Criminal Justice/Police Science,Law and Public Safety Cluster,36,Non-Approved,9101112,380,7,2018-2019
31R450,Curtis High School,False,500301,"Dance, General","Arts, Audio/Video Technology and Communications Cluster",4,Non-Approved,9101112,122,7,2018-2019
31R450,Curtis High School,False,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,405,7,2018-2019
31R450,Curtis High School,False,511613,Licensed Practical/Vocational Nurse Training,Health Science Cluster,2,Approved,101112,59,7,2018-2019
31R450,Curtis High School,False,511614,Nurse/Nursing Assistant/Aide and Patient Care Assistant,Health Science Cluster,2,Approved,9101112,291,7,2018-2019
31R455,Tottenville High School,False,90903,Advertising,"Arts, Audio/Video Technology and Communications Cluster",5,Non-Approved,9101112,89,18,2018-2019
31R455,Tottenville High School,False,110201,"Computer Programming/Programmer, General",Information Technology Cluster,1,Non-Approved,101112,89,18,2018-2019
31R455,Tottenville High School,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,5,Non-Approved,101112,146,18,2018-2019
31R455,Tottenville High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,10,Non-Approved,101112,185,18,2018-2019
31R455,Tottenville High School,False,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,9101112,144,18,2018-2019
31R455,Tottenville High School,False,510603,Dental Laboratory Technology/Technician,Health Science Cluster,4,Approved,101112,75,18,2018-2019
31R455,Tottenville High School,False,510699,"Dental Services and Allied Professions, Other",Health Science Cluster,3,Approved,101112,86,18,2018-2019
31R455,Tottenville High School,False,510899,"Health/Medical Assisting Services, Other",Health Science Cluster,5,Approved,1112,130,18,2018-2019
31R455,Tottenville High School,False,520304,Accounting and Finance,Business Management and Administration Cluster,4,Non-Approved,101112,199,18,2018-2019
31R460,Susan E. Wagner High School,False,430199,"Corrections and Criminal Justice, Other",Law and Public Safety Cluster,9,Non-Approved,9101112,341,4,2018-2019
31R600,Ralph R. McKee Career and Technical Education High,True,90702,Digital Communication and Media/Multimedia,"Arts, Audio/Video Technology and Communications Cluster",3,Non-Approved,9101112,73,14,2018-2019
31R600,Ralph R. McKee Career and Technical Education High,True,110201,"Computer Programming/Programmer, General",Information Technology Cluster,3,Non-Approved,9101112,175,14,2018-2019
31R600,Ralph R. McKee Career and Technical Education High,True,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Approved,9101112,64,14,2018-2019
31R600,Ralph R. McKee Career and Technical Education High,True,460201,Carpentry/Carpenter,Architecture and Construction Cluster,3,Approved,9101112,100,14,2018-2019
31R600,Ralph R. McKee Career and Technical Education High,True,460302,Electrician,Architecture and Construction Cluster,2,Non-Approved,9101112,90,14,2018-2019
31R600,Ralph R. McKee Career and Technical Education High,True,470604,Automobile/Automotive Mechanics Technology/Technician,"Transportation, Distribution and Logistics Cluster",3,Approved,9101112,109,14,2018-2019
31R600,Ralph R. McKee Career and Technical Education High,True,500409,Graphic Design,"Arts, Audio/Video Technology and Communications Cluster",3,Approved,9101112,158,14,2018-2019
31R605,Staten Island Technical High School,False,150000,"Engineering Technology, General",Scientific Research and Engineering Cluster,2,Approved,9101112,1325,4,2018-2019
33K891,Brooklyn STEAM Center,False,110103,Information Technology,Information Technology Cluster,4,Approved,1112,40,11,2018-2019
33K891,Brooklyn STEAM Center,False,120503,Culinary Arts/Chef Training,Hospitality and Tourism Cluster,2,Approved,1112,43,11,2018-2019
33K891,Brooklyn STEAM Center,False,151303,Architectural Drafting and Architectural CAD/CADD,Manufacturing Production Cluster,3,Approved,1112,47,11,2018-2019
33K891,Brooklyn STEAM Center,False,469999,"Construction Trades, Other",Architecture and Construction Cluster,3,Non-Approved,1112,26,11,2018-2019
33K891,Brooklyn STEAM Center,False,500602,Cinematography and Film/Video Production,"Arts, Audio/Video Technology and Communications Cluster",4,Non-Approved,91112,35,11,2018-2019
